,aposta,numero_sorteado,resultado
7657,Cachorro,79,perda
7658,Cachorro,54,perda
7659,Cachorro,72,perda
7660,Cachorro,69,perda
7661,Cachorro,96,perda
7662,Cachorro,78,perda
7663,Cachorro,64,perda
7664,Cachorro,14,perda
7665,Cachorro,72,perda
7666,Cachorro,6,perda
7667,Cachorro,73,perda
7668,Cachorro,97,perda
7669,Cachorro,89,perda
7670,Cachorro,97,perda
7671,Cachorro,25,perda
7672,Cachorro,18,ganho
7673,Cachorro,80,perda
7674,Cachorro,59,perda
7675,Cachorro,39,perda
7676,Cachorro,33,perda
7677,Cachorro,86,perda
7678,Cachorro,49,perda
7679,Cachorro,47,perda
7680,Cachorro,68,perda
7681,Cachorro,51,perda
7682,Cachorro,14,perda
7683,Cachorro,27,perda
7684,Cachorro,91,perda
7685,Cachorro,41,perda
7686,Cachorro,92,perda
7687,Cachorro,43,perda
7688,Cachorro,82,perda
7689,Cachorro,89,perda
7690,Cachorro,53,perda
7691,Cachorro,31,perda
7692,Cachorro,26,perda
7693,Cachorro,59,perda
7694,Cachorro,84,perda
7695,Cachorro,3,perda
7696,Cachorro,27,perda
7697,Cachorro,10,perda
7698,Cachorro,67,perda
7699,Cachorro,49,perda
7700,Cachorro,72,perda
7701,Cachorro,57,perda
7702,Cachorro,76,perda
7703,Cachorro,45,perda
7704,Cachorro,18,ganho
7705,Cachorro,42,perda
7706,Cachorro,96,perda
7707,Cachorro,33,perda
7708,Cachorro,44,perda
7709,Cachorro,94,perda
7710,Cachorro,17,ganho
7711,Cachorro,43,perda
7712,Cachorro,32,perda
7713,Cachorro,75,perda
7714,Cachorro,19,ganho
7715,Cachorro,28,perda
7716,Cachorro,18,ganho
7717,Cachorro,35,perda
7718,Cachorro,36,perda
7719,Cachorro,34,perda
7720,Cachorro,43,perda
7721,Cachorro,43,perda
7722,Cachorro,9,perda
7723,Cachorro,27,perda
7724,Cachorro,71,perda
7725,Cachorro,20,perda
7726,Cachorro,42,perda
7727,Cachorro,38,perda
7728,Cachorro,47,perda
7729,Cachorro,91,perda
7730,Cachorro,71,perda
7731,Cachorro,78,perda
7732,Cachorro,6,perda
7733,Cachorro,80,perda
7734,Cachorro,93,perda
7735,Cachorro,94,perda
7736,Cachorro,71,perda
7737,Cachorro,97,perda
7738,Cachorro,84,perda
7739,Cachorro,95,perda
7740,Cachorro,12,perda
7741,Cachorro,16,ganho
7742,Cachorro,74,perda
7743,Cachorro,78,perda
7744,Cachorro,80,perda
7745,Cachorro,6,perda
7746,Cachorro,51,perda
7747,Cachorro,46,perda
7748,Cachorro,50,perda
7749,Cachorro,37,perda
7750,Cachorro,72,perda
7751,Cachorro,90,perda
7752,Cachorro,87,perda
7753,Cachorro,2,perda
7754,Cachorro,56,perda
7755,Cachorro,38,perda
7756,Cachorro,18,ganho
7757,Cachorro,33,perda
7758,Cachorro,34,perda
7759,Cachorro,24,perda
7760,Cachorro,50,perda
7761,Cachorro,94,perda
7762,Cachorro,43,perda
7763,Cachorro,31,perda
7764,Cachorro,46,perda
7765,Cachorro,92,perda
7766,Cachorro,36,perda
7767,Cachorro,15,perda
7768,Cachorro,23,perda
7769,Cachorro,48,perda
7770,Cachorro,38,perda
7771,Cachorro,99,perda
7772,Cachorro,57,perda
7773,Cachorro,86,perda
7774,Cachorro,24,perda
7775,Cachorro,83,perda
7776,Cachorro,17,ganho
7777,Cachorro,31,perda
7778,Cachorro,23,perda
7779,Cachorro,70,perda
7780,Cachorro,47,perda
7781,Cachorro,52,perda
7782,Cachorro,54,perda
7783,Cachorro,56,perda
7784,Cachorro,13,perda
7785,Cachorro,29,perda
7786,Cachorro,88,perda
7787,Cachorro,41,perda
7788,Cachorro,5,perda
7789,Cachorro,84,perda
7790,Cachorro,50,perda
7791,Cachorro,44,perda
7792,Cachorro,6,perda
7793,Cachorro,73,perda
7794,Cachorro,50,perda
7795,Cachorro,36,perda
7796,Cachorro,58,perda
7797,Cachorro,78,perda
7798,Cachorro,39,perda
7799,Cachorro,5,perda
7800,Cachorro,1,perda
7801,Cachorro,76,perda
7802,Cachorro,55,perda
7803,Cachorro,51,perda
7804,Cachorro,5,perda
7805,Cachorro,21,perda
7806,Cachorro,27,perda
7807,Cachorro,23,perda
7808,Cachorro,42,perda
7809,Cachorro,26,perda
7810,Cachorro,82,perda
7811,Cachorro,12,perda
7812,Cachorro,39,perda
7813,Cachorro,70,perda
7814,Cachorro,24,perda
7815,Cachorro,12,perda
7816,Cachorro,71,perda
7817,Cachorro,23,perda
7818,Cachorro,74,perda
7819,Cachorro,67,perda
7820,Cachorro,43,perda
7821,Cachorro,84,perda
7822,Cachorro,84,perda
7823,Cachorro,11,perda
7824,Cachorro,79,perda
7825,Cachorro,30,perda
7826,Cachorro,70,perda
7827,Cachorro,86,perda
7828,Cachorro,73,perda
7829,Cachorro,2,perda
7830,Cachorro,45,perda
7831,Cachorro,64,perda
7832,Cachorro,36,perda
7833,Cachorro,87,perda
7834,Cachorro,64,perda
7835,Cachorro,34,perda
7836,Cachorro,50,perda
7837,Cachorro,76,perda
7838,Cachorro,36,perda
7839,Cachorro,61,perda
7840,Cachorro,35,perda
7841,Cachorro,31,perda
7842,Cachorro,54,perda
7843,Cachorro,70,perda
7844,Cachorro,5,perda
7845,Cachorro,85,perda
7846,Cachorro,87,perda
7847,Cachorro,14,perda
7848,Cachorro,76,perda
7849,Cachorro,73,perda
7850,Cachorro,19,ganho
7851,Cachorro,70,perda
7852,Cachorro,82,perda
7853,Cachorro,87,perda
7854,Cachorro,97,perda
7855,Cachorro,35,perda
7856,Cachorro,77,perda
7857,Cachorro,22,perda
7858,Cachorro,58,perda
7859,Cachorro,19,ganho
7860,Cachorro,98,perda
7861,Cachorro,57,perda
7862,Cachorro,34,perda
7863,Cachorro,41,perda
7864,Cachorro,46,perda
7865,Cachorro,28,perda
7866,Cachorro,31,perda
7867,Cachorro,92,perda
7868,Cachorro,75,perda
7869,Cachorro,50,perda
7870,Cachorro,53,perda
7871,Cachorro,0,perda
7872,Cachorro,82,perda
7873,Cachorro,72,perda
7874,Cachorro,15,perda
7875,Cachorro,88,perda
7876,Cachorro,74,perda
7877,Cachorro,56,perda
7878,Cachorro,86,perda
7879,Cachorro,19,ganho
7880,Cachorro,57,perda
7881,Cachorro,55,perda
7882,Cachorro,76,perda
7883,Cachorro,38,perda
7884,Cachorro,90,perda
7885,Cachorro,58,perda
7886,Cachorro,57,perda
7887,Cachorro,79,perda
7888,Cachorro,68,perda
7889,Cachorro,5,perda
7890,Cachorro,50,perda
7891,Cachorro,29,perda
7892,Cachorro,92,perda
7893,Cachorro,49,perda
7894,Cachorro,84,perda
7895,Cachorro,34,perda
7896,Cachorro,77,perda
7897,Cachorro,31,perda
7898,Cachorro,67,perda
7899,Cachorro,94,perda
7900,Cachorro,19,ganho
7901,Cachorro,72,perda
7902,Cachorro,37,perda
7903,Cachorro,45,perda
7904,Cachorro,26,perda
7905,Cachorro,67,perda
7906,Cachorro,93,perda
7907,Cachorro,3,perda
7908,Cachorro,54,perda
7909,Cachorro,72,perda
7910,Cachorro,34,perda
7911,Cachorro,30,perda
7912,Cachorro,57,perda
7913,Cachorro,96,perda
7914,Cachorro,57,perda
7915,Cachorro,99,perda
7916,Cachorro,89,perda
7917,Cachorro,89,perda
7918,Cachorro,40,perda
7919,Cachorro,18,ganho
7920,Cachorro,90,perda
7921,Cachorro,91,perda
7922,Cachorro,7,perda
7923,Cachorro,86,perda
7924,Cachorro,29,perda
7925,Cachorro,83,perda
7926,Cachorro,97,perda
7927,Cachorro,1,perda
7928,Cachorro,15,perda
7929,Cachorro,22,perda
7930,Cachorro,25,perda
7931,Cachorro,10,perda
7932,Cachorro,88,perda
7933,Cachorro,41,perda
7934,Cachorro,67,perda
7935,Cachorro,49,perda
7936,Cachorro,71,perda
7937,Cachorro,43,perda
7938,Cachorro,62,perda
7939,Cachorro,12,perda
7940,Cachorro,46,perda
7941,Cachorro,55,perda
7942,Cachorro,62,perda
7943,Cachorro,35,perda
7944,Cachorro,96,perda
7945,Cachorro,82,perda
7946,Cachorro,26,perda
7947,Cachorro,47,perda
7948,Cachorro,16,ganho
7949,Cachorro,92,perda
7950,Cachorro,14,perda
7951,Cachorro,89,perda
7952,Cachorro,52,perda
7953,Cachorro,80,perda
7954,Cachorro,16,ganho
7955,Cachorro,60,perda
7956,Cachorro,91,perda
7957,Cachorro,89,perda
7958,Cachorro,4,perda
7959,Cachorro,91,perda
7960,Cachorro,51,perda
7961,Cachorro,62,perda
7962,Cachorro,69,perda
7963,Cachorro,40,perda
7964,Cachorro,96,perda
7965,Cachorro,24,perda
7966,Cachorro,47,perda
7967,Cachorro,6,perda
7968,Cachorro,73,perda
7969,Cachorro,7,perda
7970,Cachorro,57,perda
7971,Cachorro,36,perda
7972,Cachorro,30,perda
7973,Cachorro,18,ganho
7974,Cachorro,96,perda
7975,Cachorro,44,perda
7976,Cachorro,79,perda
7977,Cachorro,32,perda
7978,Cachorro,15,perda
7979,Cachorro,75,perda
7980,Cachorro,51,perda
7981,Cachorro,2,perda
7982,Cachorro,91,perda
7983,Cachorro,84,perda
7984,Cachorro,23,perda
7985,Cachorro,80,perda
7986,Cachorro,45,perda
7987,Cachorro,77,perda
7988,Cachorro,74,perda
7989,Cachorro,5,perda
7990,Cachorro,35,perda
7991,Cachorro,50,perda
7992,Cachorro,50,perda
7993,Cachorro,33,perda
7994,Cachorro,97,perda
7995,Cachorro,58,perda
7996,Cachorro,53,perda
7997,Cachorro,6,perda
7998,Cachorro,52,perda
7999,Cachorro,40,perda
8000,Cachorro,1,perda
8001,Cachorro,10,perda
8002,Cachorro,40,perda
8003,Cachorro,49,perda
8004,Cachorro,28,perda
8005,Cachorro,85,perda
8006,Cachorro,57,perda
8007,Cachorro,66,perda
8008,Cachorro,17,ganho
8009,Cachorro,12,perda
8010,Cachorro,38,perda
8011,Cachorro,52,perda
8012,Cachorro,11,perda
8013,Cachorro,58,perda
8014,Cachorro,43,perda
8015,Cachorro,66,perda
8016,Cachorro,11,perda
8017,Cachorro,13,perda
8018,Cachorro,62,perda
8019,Cachorro,59,perda
8020,Cachorro,65,perda
8021,Cachorro,34,perda
8022,Cachorro,21,perda
8023,Cachorro,87,perda
8024,Cachorro,16,ganho
8025,Cachorro,57,perda
8026,Cachorro,98,perda
8027,Cachorro,52,perda
8028,Cachorro,36,perda
8029,Cachorro,2,perda
8030,Cachorro,62,perda
8031,Cachorro,11,perda
8032,Cachorro,29,perda
8033,Cachorro,79,perda
8034,Cachorro,10,perda
8035,Cachorro,63,perda
8036,Cachorro,38,perda
8037,Cachorro,33,perda
8038,Cachorro,37,perda
8039,Cachorro,93,perda
8040,Cachorro,20,perda
8041,Cachorro,76,perda
8042,Cachorro,49,perda
8043,Cachorro,87,perda
8044,Cachorro,73,perda
8045,Cachorro,1,perda
8046,Cachorro,60,perda
8047,Cachorro,72,perda
8048,Cachorro,52,perda
8049,Cachorro,11,perda
8050,Cachorro,31,perda
8051,Cachorro,70,perda
8052,Cachorro,51,perda
8053,Cachorro,35,perda
8054,Cachorro,63,perda
8055,Cachorro,54,perda
8056,Cachorro,31,perda
8057,Cachorro,31,perda
8058,Cachorro,15,perda
8059,Cachorro,2,perda
8060,Cachorro,14,perda
8061,Cachorro,14,perda
8062,Cachorro,25,perda
8063,Cachorro,45,perda
8064,Cachorro,20,perda
8065,Cachorro,52,perda
8066,Cachorro,60,perda
8067,Cachorro,98,perda
8068,Cachorro,52,perda
8069,Cachorro,18,ganho
8070,Cachorro,78,perda
8071,Cachorro,95,perda
8072,Cachorro,50,perda
8073,Cachorro,83,perda
8074,Cachorro,13,perda
8075,Cachorro,97,perda
8076,Cachorro,12,perda
8077,Cachorro,98,perda
8078,Cachorro,76,perda
8079,Cachorro,54,perda
8080,Cachorro,86,perda
8081,Cachorro,44,perda
8082,Cachorro,27,perda
8083,Cachorro,94,perda
8084,Cachorro,95,perda
8085,Cachorro,63,perda
8086,Cachorro,8,perda
8087,Cachorro,55,perda
8088,Cachorro,58,perda
8089,Cachorro,92,perda
8090,Cachorro,64,perda
8091,Cachorro,90,perda
8092,Cachorro,44,perda
8093,Cachorro,24,perda
8094,Cachorro,67,perda
8095,Cachorro,45,perda
8096,Cachorro,47,perda
8097,Cachorro,8,perda
8098,Cachorro,0,perda
8099,Cachorro,48,perda
8100,Cachorro,10,perda
8101,Cachorro,97,perda
8102,Cachorro,10,perda
8103,Cachorro,2,perda
8104,Cachorro,30,perda
8105,Cachorro,12,perda
8106,Cachorro,30,perda
8107,Cachorro,72,perda
8108,Cachorro,96,perda
8109,Cachorro,93,perda
8110,Cachorro,63,perda
8111,Cachorro,14,perda
8112,Cachorro,46,perda
8113,Cachorro,80,perda
8114,Cachorro,40,perda
8115,Cachorro,42,perda
8116,Cachorro,29,perda
8117,Cachorro,44,perda
8118,Cachorro,73,perda
8119,Cachorro,54,perda
8120,Cachorro,73,perda
8121,Cachorro,67,perda
8122,Cachorro,56,perda
8123,Cachorro,77,perda
8124,Cachorro,3,perda
8125,Cachorro,27,perda
8126,Cachorro,29,perda
8127,Cachorro,1,perda
8128,Cachorro,20,perda
8129,Cachorro,89,perda
8130,Cachorro,25,perda
8131,Cachorro,87,perda
8132,Cachorro,93,perda
8133,Cachorro,96,perda
8134,Cachorro,91,perda
8135,Cachorro,50,perda
8136,Cachorro,85,perda
8137,Cachorro,3,perda
8138,Cachorro,39,perda
8139,Cachorro,75,perda
8140,Cachorro,95,perda
8141,Cachorro,15,perda
8142,Cachorro,96,perda
8143,Cachorro,19,ganho
8144,Cachorro,99,perda
8145,Cachorro,70,perda
8146,Cachorro,29,perda
8147,Cachorro,62,perda
8148,Cachorro,0,perda
8149,Cachorro,78,perda
8150,Cachorro,48,perda
8151,Cachorro,37,perda
8152,Cachorro,69,perda
8153,Cachorro,12,perda
8154,Cachorro,15,perda
8155,Cachorro,11,perda
8156,Cachorro,56,perda
8157,Cachorro,99,perda
8158,Cachorro,23,perda
8159,Cachorro,16,ganho
8160,Cachorro,17,ganho
8161,Cachorro,80,perda
8162,Cachorro,1,perda
8163,Cachorro,40,perda
8164,Cachorro,61,perda
8165,Cachorro,20,perda
8166,Cachorro,36,perda
8167,Cachorro,81,perda
8168,Cachorro,62,perda
8169,Cachorro,1,perda
8170,Cachorro,57,perda
8171,Cachorro,40,perda
8172,Cachorro,19,ganho
8173,Cachorro,73,perda
8174,Cachorro,36,perda
8175,Cachorro,97,perda
8176,Cachorro,70,perda
8177,Cachorro,71,perda
8178,Cachorro,83,perda
8179,Cachorro,5,perda
8180,Cachorro,93,perda
8181,Cachorro,47,perda
8182,Cachorro,47,perda
8183,Cachorro,33,perda
8184,Cachorro,29,perda
8185,Cachorro,39,perda
8186,Cachorro,2,perda
8187,Cachorro,58,perda
8188,Cachorro,43,perda
8189,Cachorro,54,perda
8190,Cachorro,53,perda
8191,Cachorro,80,perda
8192,Cachorro,15,perda
8193,Cachorro,99,perda
8194,Cachorro,63,perda
8195,Cachorro,66,perda
8196,Cachorro,73,perda
8197,Cachorro,49,perda
8198,Cachorro,9,perda
8199,Cachorro,96,perda
8200,Cachorro,42,perda
8201,Cachorro,62,perda
8202,Cachorro,39,perda
8203,Cachorro,9,perda
8204,Cachorro,55,perda
8205,Cachorro,20,perda
8206,Cachorro,58,perda
8207,Cachorro,66,perda
8208,Cachorro,73,perda
8209,Cachorro,60,perda
8210,Cachorro,93,perda
8211,Cachorro,60,perda
8212,Cachorro,2,perda
8213,Cachorro,40,perda
8214,Cachorro,44,perda
8215,Cachorro,6,perda
8216,Cachorro,74,perda
8217,Cachorro,82,perda
8218,Cachorro,90,perda
8219,Cachorro,78,perda
8220,Cachorro,26,perda
8221,Cachorro,32,perda
8222,Cachorro,88,perda
8223,Cachorro,53,perda
8224,Cachorro,81,perda
8225,Cachorro,96,perda
8226,Cachorro,91,perda
8227,Cachorro,22,perda
8228,Cachorro,83,perda
8229,Cachorro,44,perda
8230,Cachorro,27,perda
8231,Cachorro,85,perda
8232,Cachorro,47,perda
8233,Cachorro,48,perda
8234,Cachorro,37,perda
8235,Cachorro,85,perda
8236,Cachorro,23,perda
8237,Cachorro,82,perda
8238,Cachorro,5,perda
8239,Cachorro,74,perda
8240,Cachorro,50,perda
8241,Cachorro,36,perda
8242,Cachorro,57,perda
8243,Cachorro,32,perda
8244,Cachorro,96,perda
8245,Cachorro,41,perda
8246,Cachorro,36,perda
8247,Cachorro,28,perda
8248,Cachorro,81,perda
8249,Cachorro,62,perda
8250,Cachorro,27,perda
8251,Cachorro,32,perda
8252,Cachorro,59,perda
8253,Cachorro,14,perda
8254,Cachorro,93,perda
8255,Cachorro,14,perda
8256,Cachorro,68,perda
8257,Cachorro,54,perda
8258,Cachorro,99,perda
8259,Cachorro,64,perda
8260,Cachorro,49,perda
8261,Cachorro,56,perda
8262,Cachorro,45,perda
8263,Cachorro,94,perda
8264,Cachorro,58,perda
8265,Cachorro,46,perda
8266,Cachorro,89,perda
8267,Cachorro,63,perda
8268,Cachorro,30,perda
8269,Cachorro,84,perda
8270,Cachorro,77,perda
8271,Cachorro,64,perda
8272,Cachorro,94,perda
8273,Cachorro,91,perda
8274,Cachorro,14,perda
8275,Cachorro,68,perda
8276,Cachorro,48,perda
8277,Cachorro,50,perda
8278,Cachorro,68,perda
8279,Cachorro,49,perda
8280,Cachorro,97,perda
8281,Cachorro,60,perda
8282,Cachorro,52,perda
8283,Cachorro,52,perda
8284,Cachorro,17,ganho
8285,Cachorro,36,perda
8286,Cachorro,62,perda
8287,Cachorro,50,perda
8288,Cachorro,20,perda
8289,Cachorro,23,perda
8290,Cachorro,85,perda
8291,Cachorro,70,perda
8292,Cachorro,36,perda
8293,Cachorro,24,perda
8294,Cachorro,31,perda
8295,Cachorro,5,perda
8296,Cachorro,9,perda
8297,Cachorro,22,perda
8298,Cachorro,35,perda
8299,Cachorro,40,perda
8300,Cachorro,35,perda
8301,Cachorro,80,perda
8302,Cachorro,21,perda
8303,Cachorro,0,perda
8304,Cachorro,13,perda
8305,Cachorro,76,perda
8306,Cachorro,74,perda
8307,Cachorro,27,perda
8308,Cachorro,60,perda
8309,Cachorro,51,perda
8310,Cachorro,21,perda
8311,Cachorro,65,perda
8312,Cachorro,31,perda
8313,Cachorro,63,perda
8314,Cachorro,70,perda
8315,Cachorro,81,perda
8316,Cachorro,90,perda
8317,Cachorro,29,perda
8318,Cachorro,55,perda
8319,Cachorro,71,perda
8320,Cachorro,93,perda
8321,Cachorro,47,perda
8322,Cachorro,70,perda
8323,Cachorro,59,perda
8324,Cachorro,15,perda
8325,Cachorro,56,perda
8326,Cachorro,76,perda
8327,Cachorro,70,perda
8328,Cachorro,49,perda
8329,Cachorro,9,perda
8330,Cachorro,21,perda
8331,Cachorro,99,perda
8332,Cachorro,86,perda
8333,Cachorro,92,perda
8334,Cachorro,33,perda
8335,Cachorro,54,perda
8336,Cachorro,71,perda
8337,Cachorro,9,perda
8338,Cachorro,64,perda
8339,Cachorro,4,perda
8340,Cachorro,16,ganho
8341,Cachorro,33,perda
8342,Cachorro,52,perda
8343,Cachorro,0,perda
8344,Cachorro,27,perda
8345,Cachorro,11,perda
8346,Cachorro,9,perda
8347,Cachorro,55,perda
8348,Cachorro,44,perda
8349,Cachorro,13,perda
8350,Cachorro,39,perda
8351,Cachorro,14,perda
8352,Cachorro,68,perda
8353,Cachorro,54,perda
8354,Cachorro,72,perda
8355,Cachorro,61,perda
8356,Cachorro,94,perda
8357,Cachorro,19,ganho
8358,Cachorro,61,perda
8359,Cachorro,5,perda
8360,Cachorro,14,perda
8361,Cachorro,72,perda
8362,Cachorro,81,perda
8363,Cachorro,89,perda
8364,Cachorro,82,perda
8365,Cachorro,32,perda
8366,Cachorro,51,perda
8367,Cachorro,4,perda
8368,Cachorro,62,perda
8369,Cachorro,65,perda
8370,Cachorro,4,perda
8371,Cachorro,41,perda
8372,Cachorro,12,perda
8373,Cachorro,83,perda
8374,Cachorro,40,perda
8375,Cachorro,21,perda
8376,Cachorro,27,perda
8377,Cachorro,81,perda
8378,Cachorro,99,perda
8379,Cachorro,4,perda
8380,Cachorro,16,ganho
8381,Cachorro,69,perda
8382,Cachorro,87,perda
8383,Cachorro,2,perda
8384,Cachorro,79,perda
8385,Cachorro,76,perda
8386,Cachorro,25,perda
8387,Cachorro,92,perda
8388,Cachorro,34,perda
8389,Cachorro,89,perda
8390,Cachorro,27,perda
8391,Cachorro,46,perda
8392,Cachorro,59,perda
8393,Cachorro,7,perda
8394,Cachorro,28,perda
8395,Cachorro,42,perda
8396,Cachorro,38,perda
8397,Cachorro,11,perda
8398,Cachorro,82,perda
8399,Cachorro,64,perda
8400,Cachorro,22,perda
8401,Cachorro,41,perda
8402,Cachorro,94,perda
8403,Cachorro,97,perda
8404,Cachorro,63,perda
8405,Cachorro,46,perda
8406,Cachorro,48,perda
8407,Cachorro,29,perda
8408,Cachorro,26,perda
8409,Cachorro,64,perda
8410,Cachorro,20,perda
8411,Cachorro,4,perda
8412,Cachorro,98,perda
8413,Cachorro,80,perda
8414,Cachorro,66,perda
8415,Cachorro,61,perda
8416,Cachorro,76,perda
8417,Cachorro,33,perda
8418,Cachorro,91,perda
8419,Cachorro,81,perda
8420,Cachorro,53,perda
8421,Cachorro,84,perda
8422,Cachorro,88,perda
8423,Cachorro,61,perda
8424,Cachorro,95,perda
8425,Cachorro,0,perda
8426,Cachorro,61,perda
8427,Cachorro,81,perda
8428,Cachorro,94,perda
8429,Cachorro,9,perda
8430,Cachorro,93,perda
8431,Cachorro,78,perda
8432,Cachorro,53,perda
8433,Cachorro,74,perda
8434,Cachorro,62,perda
8435,Cachorro,23,perda
8436,Cachorro,22,perda
8437,Cachorro,34,perda
8438,Cachorro,68,perda
8439,Cachorro,70,perda
8440,Cachorro,9,perda
8441,Cachorro,70,perda
8442,Cachorro,58,perda
8443,Cachorro,78,perda
8444,Cachorro,5,perda
8445,Cachorro,43,perda
8446,Cachorro,3,perda
8447,Cachorro,77,perda
8448,Cachorro,72,perda
8449,Cachorro,45,perda
8450,Cachorro,34,perda
8451,Cachorro,79,perda
8452,Cachorro,90,perda
8453,Cachorro,94,perda
8454,Cachorro,86,perda
8455,Cachorro,88,perda
8456,Cachorro,23,perda
8457,Cachorro,47,perda
8458,Cachorro,36,perda
8459,Cachorro,1,perda
8460,Cachorro,12,perda
8461,Cachorro,11,perda
8462,Cachorro,37,perda
8463,Cachorro,64,perda
8464,Cachorro,24,perda
8465,Cachorro,95,perda
8466,Cachorro,11,perda
8467,Cachorro,58,perda
8468,Cachorro,76,perda
8469,Cachorro,50,perda
8470,Cachorro,88,perda
8471,Cachorro,27,perda
8472,Cachorro,40,perda
8473,Cachorro,91,perda
8474,Cachorro,80,perda
8475,Cachorro,37,perda
8476,Cachorro,31,perda
8477,Cachorro,24,perda
8478,Cachorro,47,perda
8479,Cachorro,67,perda
8480,Cachorro,47,perda
8481,Cachorro,11,perda
8482,Cachorro,69,perda
8483,Cachorro,86,perda
8484,Cachorro,18,ganho
8485,Cachorro,72,perda
8486,Cachorro,24,perda
8487,Cachorro,39,perda
8488,Cachorro,20,perda
8489,Cachorro,23,perda
8490,Cachorro,50,perda
8491,Cachorro,5,perda
8492,Cachorro,98,perda
8493,Cachorro,25,perda
8494,Cachorro,3,perda
8495,Cachorro,72,perda
8496,Cachorro,56,perda
8497,Cachorro,90,perda
8498,Cachorro,69,perda
8499,Cachorro,40,perda
8500,Cachorro,70,perda
8501,Cachorro,1,perda
8502,Cachorro,48,perda
8503,Cachorro,83,perda
8504,Cachorro,53,perda
8505,Cachorro,94,perda
8506,Cachorro,12,perda
8507,Cachorro,23,perda
8508,Cachorro,98,perda
8509,Cachorro,53,perda
8510,Cachorro,66,perda
8511,Cachorro,6,perda
8512,Cachorro,83,perda
8513,Cachorro,53,perda
8514,Cachorro,28,perda
8515,Cachorro,99,perda
8516,Cachorro,20,perda
8517,Cachorro,15,perda
8518,Cachorro,25,perda
8519,Cachorro,26,perda
8520,Cachorro,32,perda
8521,Cachorro,90,perda
8522,Cachorro,73,perda
8523,Cachorro,99,perda
8524,Cachorro,49,perda
8525,Cachorro,8,perda
8526,Cachorro,49,perda
8527,Cachorro,24,perda
8528,Cachorro,38,perda
8529,Cachorro,99,perda
8530,Cachorro,86,perda
8531,Cachorro,43,perda
8532,Cachorro,43,perda
8533,Cachorro,27,perda
8534,Cachorro,26,perda
8535,Cachorro,21,perda
8536,Cachorro,83,perda
8537,Cachorro,0,perda
8538,Cachorro,90,perda
8539,Cachorro,90,perda
8540,Cachorro,6,perda
8541,Cachorro,60,perda
8542,Cachorro,4,perda
8543,Cachorro,32,perda
8544,Cachorro,61,perda
8545,Cachorro,91,perda
8546,Cachorro,65,perda
8547,Cachorro,96,perda
8548,Cachorro,59,perda
8549,Cachorro,64,perda
8550,Cachorro,68,perda
8551,Cachorro,50,perda
8552,Cachorro,98,perda
8553,Cachorro,17,ganho
8554,Cachorro,42,perda
8555,Cachorro,9,perda
8556,Cachorro,67,perda
8557,Cachorro,21,perda
8558,Cachorro,36,perda
8559,Cachorro,96,perda
8560,Cachorro,95,perda
8561,Cachorro,52,perda
8562,Cachorro,97,perda
8563,Cachorro,15,perda
8564,Cachorro,53,perda
8565,Cachorro,21,perda
8566,Cachorro,58,perda
8567,Cachorro,87,perda
8568,Cachorro,9,perda
8569,Cachorro,4,perda
8570,Cachorro,24,perda
8571,Cachorro,90,perda
8572,Cachorro,91,perda
8573,Cachorro,94,perda
8574,Cachorro,96,perda
8575,Cachorro,9,perda
8576,Cachorro,38,perda
8577,Cachorro,69,perda
8578,Cachorro,64,perda
8579,Cachorro,67,perda
8580,Cachorro,84,perda
8581,Cachorro,39,perda
8582,Cachorro,84,perda
8583,Cachorro,34,perda
8584,Cachorro,40,perda
8585,Cachorro,83,perda
8586,Cachorro,19,ganho
8587,Cachorro,49,perda
8588,Cachorro,81,perda
8589,Cachorro,72,perda
8590,Cachorro,63,perda
8591,Cachorro,53,perda
8592,Cachorro,19,ganho
8593,Cachorro,3,perda
8594,Cachorro,82,perda
8595,Cachorro,58,perda
8596,Cachorro,94,perda
8597,Cachorro,50,perda
8598,Cachorro,44,perda
8599,Cachorro,18,ganho
8600,Cachorro,15,perda
8601,Cachorro,31,perda
8602,Cachorro,4,perda
8603,Cachorro,30,perda
8604,Cachorro,96,perda
8605,Cachorro,11,perda
8606,Cachorro,49,perda
8607,Cachorro,48,perda
8608,Cachorro,81,perda
8609,Cachorro,81,perda
8610,Cachorro,41,perda
8611,Cachorro,48,perda
8612,Cachorro,13,perda
8613,Cachorro,97,perda
8614,Cachorro,15,perda
8615,Cachorro,7,perda
8616,Cachorro,85,perda
8617,Cachorro,23,perda
8618,Cachorro,83,perda
8619,Cachorro,89,perda
8620,Cachorro,12,perda
8621,Cachorro,14,perda
8622,Cachorro,14,perda
8623,Cachorro,48,perda
8624,Cachorro,12,perda
8625,Cachorro,38,perda
8626,Cachorro,77,perda
8627,Cachorro,99,perda
8628,Cachorro,13,perda
8629,Cachorro,23,perda
8630,Cachorro,81,perda
8631,Cachorro,3,perda
8632,Cachorro,96,perda
8633,Cachorro,87,perda
8634,Cachorro,22,perda
8635,Cachorro,88,perda
8636,Cachorro,97,perda
8637,Cachorro,52,perda
8638,Cachorro,83,perda
8639,Cachorro,97,perda
8640,Cachorro,30,perda
8641,Cachorro,97,perda
8642,Cachorro,32,perda
8643,Cachorro,4,perda
8644,Cachorro,52,perda
8645,Cachorro,56,perda
8646,Cachorro,79,perda
8647,Cachorro,29,perda
8648,Cachorro,11,perda
8649,Cachorro,94,perda
8650,Cachorro,53,perda
8651,Cachorro,49,perda
8652,Cachorro,54,perda
